epoch,loss,ev_low_k1,ev_high_k10
110,0.21273349225521088,0.9286747288084962,0.15513530090135175
111,0.2120862752199173,0.9295374057721606,0.15479030073605315
112,0.21143664419651031,0.9304451328692211,0.15446495087627699
113,0.21078553795814514,0.931149858222657,0.1539826026266431
114,0.21013259887695312,0.9317805238562437,0.15344465935191998
115,0.20947811007499695,0.9325479238471046,0.15301903097549263
116,0.20882156491279602,0.9333094342343115,0.15258943257239377
117,0.20816344022750854,0.9339064362556515,0.15202283219461443
118,0.20750375092029572,0.9345076886292449,0.1514535331320035
119,0.2068428248167038,0.9352332443844716,0.15098007349221332
120,0.2061806470155716,0.9359209497964848,0.15046610494387846
121,0.20551742613315582,0.936508688845368,0.14985822233350088
122,0.20485340058803558,0.9371828303646206,0.14930744365764692
123,0.20418837666511536,0.9379342681762394,0.1488052509839397
124,0.20352229475975037,0.9386186735483963,0.14822876863472412
125,0.2028552144765854,0.9392851254511352,0.1476175516946614
126,0.20218756794929504,0.9400521464172332,0.14707463190180758
127,0.20151908695697784,0.9408329797519221,0.1465273171897592
128,0.20084980130195618,0.9415316883288627,0.1458934118945977
129,0.20018115639686584,0.9422692522858707,0.14530176120486993
130,0.19951336085796356,0.9430541151878049,0.1447789976908198
131,0.19884486496448517,0.9437454571243097,0.14419678018457427
132,0.19817577302455902,0.944392163611356,0.14359384750606285
133,0.19750656187534332,0.9451221855183528,0.14307821475828153
134,0.19683755934238434,0.945831326101008,0.14255139434414454
135,0.19616909325122833,0.9464756986506079,0.1419644909495945
136,0.19550159573554993,0.9471946684675354,0.14143689700454065
137,0.19483539462089539,0.9479413454377092,0.1409027924008468
138,0.19417007267475128,0.9486692009552967,0.14031786628710452
139,0.1935051828622818,0.9494447785236928,0.13976369183917514
140,0.1928412914276123,0.9502372628386859,0.13921500408932208
141,0.19217859208583832,0.9510004075105597,0.13862938978070471
142,0.1915169060230255,0.9517658352314273,0.13803800764552598
143,0.19085700809955597,0.95258364172119,0.13749010992413158
144,0.19019879400730133,0.9533160148163895,0.13685677402353025
145,0.18954209983348846,0.9540541759618844,0.13623770976747185
146,0.18888713419437408,0.9548075470189678,0.1356536264440278
147,0.18823350965976715,0.9554868172988564,0.1350104070768734
148,0.18758147954940796,0.9561358047924445,0.13434768036140987
149,0.1869312971830368,0.9568525469047456,0.13376178478034462
150,0.18628321588039398,0.9574865635535993,0.1330943738174073
